ROUTE,DIR,period,STOP,StopAbbr,StopName,Timepoint,NodeAbbr,Lon,Lat,Avgmph,Avgmphdwell
850,1,am peak,49,807005,State Rd @ 667 S,FALSE,,-111.736731,40.356342,19.02,17.04
850,1,am peak,50,806006,Main St @ 155 S,TRUE,150SMNPG,-111.740666,40.361893,10.95,10.85
850,1,am peak,51,806105,Main St @ 49 S,FALSE,,-111.740671,40.363217,11.62,10.74
850,1,am peak,52,806007,Center St @ 50 W,FALSE,,-111.741552,40.364083,26.09,25.83
850,1,am peak,53,806008,Center St @ 204 W,FALSE,,-111.744503,40.364719,16.50,15.36
850,1,am peak,54,806003,State St @ 810 W,FALSE,,-111.751701,40.366181,27.40,26.13
850,1,am peak,55,806106,State Rd @ 1344 W,FALSE,,-111.760181,40.368219,23.97,22.78
850,1,am peak,56,806011,State St @ 1084 E,FALSE,,-111.769827,40.370422,26.42,25.57
850,1,am peak,57,806012,State St @ 935 E,FALSE,,-111.772851,40.371101,33.72,31.57
850,1,am peak,58,806107,State St @ 765 E,FALSE,,-111.777782,40.372234,28.37,25.23
850,1,am peak,59,806013,State St @ 695 E,FALSE,,-111.781157,40.373066,21.63,18.64
850,1,am peak,60,806014,State St @ 565 E,FALSE,,-111.783928,40.373723,19.90,18.22
850,1,am peak,61,806001,State St @ 433 E,FALSE,,-111.787357,40.374506,25.85,24.68
850,1,am peak,62,805001,State St @ 255 E,FALSE,,-111.791676,40.375488,18.43,17.94
850,1,am peak,63,801044,Main St @ 67 E,FALSE,MN1EAMFK,-111.796704,40.376828,22.89,22.72
850,1,am peak,64,805003,Main St @ 6 W,FALSE,,-111.798994,40.376911,27.77,27.05
850,1,am peak,65,805004,Main St @ 98 W,FALSE,,-111.801151,40.376923,29.73,29.67
850,1,am peak,66,805005,Main St @ 208 W,FALSE,,-111.804204,40.376944,30.21,30.21
850,1,am peak,67,805006,Main St @ 308 W,FALSE,,-111.806997,40.376962,26.41,26.23
850,1,am peak,68,805007,Main St @ 434 W,FALSE,,-111.810089,40.376978,25.53,25.17
850,1,am peak,69,805008,State St @ 124 W,FALSE,,-111.813272,40.379857,29.26,25.01
850,1,am peak,70,801126,State St @ 218 N,TRUE,STPCFCAF,-111.813926,40.381864,27.13,25.93
850,1,am peak,71,830079,Us-89 @ 940 W,FALSE,,-111.822506,40.387252,21.09,20.09
850,1,am peak,72,801127,State St @ 1401 E,FALSE,,-111.827426,40.389178,30.78,30.76
850,1,am peak,73,830228,State St @ 949 E,FALSE,,-111.833423,40.391521,36.19,35.44
850,1,am peak,74,801009,State St @ 687 E,FALSE,,-111.838269,40.393433,39.32,38.23
850,1,am peak,75,805090,State St @ 97 E,FALSE,,-111.848046,40.397372,33.95,32.55
850,1,am peak,76,802016,State St @ 300 W,FALSE,,-111.855048,40.402341,34.18,34.10
850,1,am peak,77,830227,State St @ 524 W ,FALSE,,-111.857463,40.404167,43.10,42.89
850,1,am peak,78,801149,State St @ 800 W,FALSE,,-111.860644,40.406592,41.90,41.42
850,1,am peak,79,801122,State St @ 1870 N,FALSE,,-111.866875,40.411406,32.49,32.19
850,1,am peak,80,NA801167,State St @ 2020 N,FALSE,,-111.870562,40.412047,15.16,14.68
850,1,am peak,81,830282,Ashton Blvd @ 1800 W,FALSE,,-111.880774,40.418748,19.60,18.88
850,1,am peak,82,801183,Ashton Blvd / Triumph Blvd (NB),FALSE,,-111.886006,40.420421,23.95,3.25
850,1,am peak,83,BB830074,Lehi Station (Bay A),TRUE,LEHIFRNT,-111.896118,40.425708,0.85,0.69
850,1,midday,1,BB801274,Provo Central Station (Bay B),TRUE,PROVFRST,-111.661438,40.225354,7.71,7.23
850,1,midday,2,820080,University Ave / 900 S (NB),FALSE,,-111.658569,40.222182,22.94,22.22
850,1,midday,3,820081,University Ave / 450 S (NB),FALSE,,-111.658556,40.227684,13.96,13.96
850,1,midday,4,820082,University Ave @ 267 S,FALSE,,-111.658534,40.23018,24.20,21.38
850,1,midday,5,820083,University Ave @ 95 S,FALSE,UNICENTR,-111.658559,40.232621,7.61,7.09
850,1,midday,6,820143,100 N @ 30 W,FALSE,1--NUNAV,-111.659206,40.235203,11.85,10.55
850,1,midday,7,801247,200 W @ 142 N,FALSE,,-111.662095,40.235713,17.32,16.24
850,1,midday,8,830063,Freedom Blvd @ 318 N,FALSE,,-111.662119,40.237997,22.67,20.43
850,1,midday,9,801245,Freedom Blvd. @ 510 N,FALSE,,-111.662072,40.240715,14.54,14.08
850,1,midday,10,817256,500 W @ 852 N,FALSE,,-111.667301,40.245064,17.85,16.07
850,1,midday,11,817257,500 W @ 988 N,FALSE,,-111.667317,40.246757,19.64,17.66
850,1,midday,12,817258,500 W @ 1078 N,FALSE,,-111.667296,40.248628,10.58,8.47
850,1,midday,13,817259,State St @ 1248 N,TRUE,,-111.667531,40.251103,15.31,13.34
850,1,midday,14,817260,State St @ 1460 N,FALSE,,-111.669909,40.253929,20.78,19.15
850,1,midday,15,817371,State St @ 1730 N,FALSE,,-111.672676,40.256915,24.62,23.46
850,1,midday,16,817262,State St @ 1870 N,FALSE,,-111.675071,40.259491,30.18,29.88
850,1,midday,17,817263,State St @ 1950 N,FALSE,,-111.676955,40.261527,36.90,35.48
850,1,midday,18,817264,State St @ 1851 S,FALSE,,-111.679443,40.264098,31.50,30.45
850,1,midday,19,817265,State St @ 1697 S,FALSE,,-111.681193,40.266284,26.29,23.72
850,1,midday,20,817266,State St @ 1587 S,FALSE,,-111.682119,40.268211,26.34,21.61
850,1,midday,21,817268,State St @ 1365 S,FALSE,,-111.683803,40.272031,17.78,9.57
850,1,midday,22,830065,University Place Station (EB),TRUE,UNIVPLAC,-111.678685,40.272889,14.71,14.42
850,1,midday,23,801045,800 E @ 983 S,FALSE,,-111.676199,40.279023,26.66,26.47
850,1,midday,24,817138,800 E @ 905 S,FALSE,,-111.676209,40.280361,18.22,17.49
850,1,midday,25,817272,State St @ 785 S,FALSE,,-111.688657,40.282926,23.78,23.00
850,1,midday,26,816052,State St @ 575 S,FALSE,,-111.690206,40.286407,26.86,24.93
850,1,midday,27,816054,State St @ 371 S,FALSE,400SSTAT,-111.691873,40.290187,28.33,27.60
850,1,midday,28,816140,State St @ 183 S,FALSE,,-111.693351,40.293752,28.68,23.44
850,1,midday,29,812002,State St @ 101 S,FALSE,100SSTAT,-111.694104,40.295471,14.73,12.15
850,1,midday,30,812003,State St @ 44 N,FALSE,OREMCNST,-111.695211,40.298058,20.46,19.69
850,1,midday,31,812005,State St @ 220 N,FALSE,,-111.696595,40.301166,27.99,25.23
850,1,midday,32,812056,State St @ 418 N,FALSE,4--NSTAT,-111.698432,40.305165,26.16,25.77
850,1,midday,33,812009,State St @ 602 N,FALSE,,-111.699961,40.308695,19.27,17.84
850,1,midday,34,812011,State St @ 830 N,FALSE,,-111.701888,40.313278,26.73,26.10
850,1,midday,35,812013,State St @ 1090 N,FALSE,,-111.703591,40.317158,32.17,30.25
850,1,midday,36,812014,State St @ 1220 N,FALSE,,-111.704794,40.319878,30.51,29.56
850,1,midday,37,812015,State St @ 1370 N,FALSE,,-111.705961,40.322528,23.57,17.70
850,1,midday,38,812016,State St @ 1660 N,TRUE,16-NSTAT,-111.708004,40.327121,16.62,16.32
850,1,midday,39,812017,State St @ 1820 N,FALSE,,-111.710714,40.330594,38.56,37.03
850,1,midday,40,812018,State St @ 1960 N,FALSE,1950STAT,-111.712453,40.332719,31.23,30.42
850,1,midday,41,812019,State St @ 115 S,FALSE,,-111.714771,40.335535,35.65,34.50
850,1,midday,42,830238,State St @ 56 N,FALSE,,-111.71748,40.338807,40.47,39.90
850,1,midday,43,830239,State  St @ 198 N ,FALSE,,-111.719862,40.341706,40.99,40.49
850,1,midday,44,812022,State St @ 350 N,FALSE,350NSTAT,-111.721535,40.34348,38.16,37.64
850,1,midday,45,807001,State St @ 410 N,FALSE,,-111.723315,40.345082,37.37,35.20
850,1,midday,46,807002,State St @ 660 N,FALSE,,-111.729304,40.350117,26.34,25.07
850,1,midday,47,807003,State Rd @ 915 S,FALSE,,-111.732491,40.352769,27.96,26.60
850,1,midday,48,807004,State Rd @ 789 S,FALSE,,-111.734307,40.354281,19.48,18.88
850,1,midday,49,807005,State Rd @ 667 S,FALSE,,-111.736731,40.356342,16.96,14.95
850,1,midday,50,806006,Main St @ 155 S,TRUE,150SMNPG,-111.740666,40.361893,9.63,9.13
850,1,midday,51,806105,Main St @ 49 S,FALSE,,-111.740671,40.363217,10.42,9.38
850,1,midday,52,806007,Center St @ 50 W,FALSE,,-111.741552,40.364083,25.93,25.53
850,1,midday,53,806008,Center St @ 204 W,FALSE,,-111.744503,40.364719,16.24,14.66
850,1,midday,54,806003,State St @ 810 W,FALSE,,-111.751701,40.366181,26.91,26.26
850,1,midday,55,806106,State Rd @ 1344 W,FALSE,,-111.760181,40.368219,24.21,23.39
850,1,midday,56,806011,State St @ 1084 E,FALSE,,-111.769827,40.370422,27.22,26.98
850,1,midday,57,806012,State St @ 935 E,FALSE,,-111.772851,40.371101,37.85,37.07
850,1,midday,58,806107,State St @ 765 E,FALSE,,-111.777782,40.372234,31.86,28.10
850,1,midday,59,806013,State St @ 695 E,FALSE,,-111.781157,40.373066,22.37,19.68
850,1,midday,60,806014,State St @ 565 E,FALSE,,-111.783928,40.373723,19.87,18.71
850,1,midday,61,806001,State St @ 433 E,FALSE,,-111.787357,40.374506,27.03,26.08
850,1,midday,62,805001,State St @ 255 E,FALSE,,-111.791676,40.375488,15.91,15.38
850,1,midday,63,801044,Main St @ 67 E,FALSE,MN1EAMFK,-111.796704,40.376828,20.00,19.52
850,1,midday,64,805003,Main St @ 6 W,FALSE,,-111.798994,40.376911,25.32,24.99
850,1,midday,65,805004,Main St @ 98 W,FALSE,,-111.801151,40.376923,30.11,29.63
850,1,midday,66,805005,Main St @ 208 W,FALSE,,-111.804204,40.376944,27.82,27.82
850,1,midday,67,805006,Main St @ 308 W,FALSE,,-111.806997,40.376962,24.69,23.71
850,1,midday,68,805007,Main St @ 434 W,FALSE,,-111.810089,40.376978,22.39,22.25
850,1,midday,69,805008,State St @ 124 W,FALSE,,-111.813272,40.379857,25.50,18.84
850,1,midday,70,801126,State St @ 218 N,TRUE,STPCFCAF,-111.813926,40.381864,18.52,17.84
850,1,midday,71,830079,Us-89 @ 940 W,FALSE,,-111.822506,40.387252,26.87,25.78
850,1,midday,72,801127,State St @ 1401 E,FALSE,,-111.827426,40.389178,33.48,33.41
850,1,midday,73,830228,State St @ 949 E,FALSE,,-111.833423,40.391521,35.18,34.74
850,1,midday,74,801009,State St @ 687 E,FALSE,,-111.838269,40.393433,38.24,37.00
850,1,midday,75,805090,State St @ 97 E,FALSE,,-111.848046,40.397372,31.90,31.03
850,1,midday,76,802016,State St @ 300 W,FALSE,,-111.855048,40.402341,35.04,34.78
850,1,midday,77,830227,State St @ 524 W ,FALSE,,-111.857463,40.404167,41.01,40.42
850,1,midday,78,801149,State St @ 800 W,FALSE,,-111.860644,40.406592,41.90,41.68
850,1,midday,79,801122,State St @ 1870 N,FALSE,,-111.866875,40.411406,34.65,34.55
850,1,midday,80,NA801167,State St @ 2020 N,FALSE,,-111.870562,40.412047,18.07,17.94
850,1,midday,81,830282,Ashton Blvd @ 1800 W,FALSE,,-111.880774,40.418748,24.87,23.45
850,1,midday,82,801183,Ashton Blvd / Triumph Blvd (NB),FALSE,,-111.886006,40.420421,22.98,2.73
850,1,midday,83,BB830074,Lehi Station (Bay A),TRUE,LEHIFRNT,-111.896118,40.425708,0.00,0.00
850,1,off-peak,1,BB801274,Provo Central Station (Bay B),TRUE,PROVFRST,-111.661438,40.225354,8.00,7.79
850,1,off-peak,2,820080,University Ave / 900 S (NB),FALSE,,-111.658569,40.222182,24.60,23.23
850,1,off-peak,3,820081,University Ave / 450 S (NB),FALSE,,-111.658556,40.227684,13.03,13.03
850,1,off-peak,4,820082,University Ave @ 267 S,FALSE,,-111.658534,40.23018,24.72,22.06
850,1,off-peak,5,820083,University Ave @ 95 S,FALSE,UNICENTR,-111.658559,40.232621,10.02,9.89
850,1,off-peak,6,820143,100 N @ 30 W,FALSE,1--NUNAV,-111.659206,40.235203,11.95,11.47
850,1,off-peak,7,801247,200 W @ 142 N,FALSE,,-111.662095,40.235713,20.33,18.83
850,1,off-peak,8,830063,Freedom Blvd @ 318 N,FALSE,,-111.662119,40.237997,21.46,20.18
850,1,off-peak,9,801245,Freedom Blvd. @ 510 N,FALSE,,-111.662072,40.240715,15.57,15.08
850,1,off-peak,10,817256,500 W @ 852 N,FALSE,,-111.667301,40.245064,17.93,17.37
850,1,off-peak,11,817257,500 W @ 988 N,FALSE,,-111.667317,40.246757,22.89,21.23
850,1,off-peak,12,817258,500 W @ 1078 N,FALSE,,-111.667296,40.248628,14.15,11.91
850,1,off-peak,13,817259,State St @ 1248 N,TRUE,,-111.667531,40.251103,17.17,16.37
850,1,off-peak,14,817260,State St @ 1460 N,FALSE,,-111.669909,40.253929,23.52,22.80
850,1,off-peak,15,817371,State St @ 1730 N,FALSE,,-111.672676,40.256915,26.85,25.20
850,1,off-peak,16,817262,State St @ 1870 N,FALSE,,-111.675071,40.259491,28.49,28.27
850,1,off-peak,17,817263,State St @ 1950 N,FALSE,,-111.676955,40.261527,35.38,34.49
850,1,off-peak,18,817264,State St @ 1851 S,FALSE,,-111.679443,40.264098,31.93,30.93
850,1,off-peak,19,817265,State St @ 1697 S,FALSE,,-111.681193,40.266284,25.80,24.11
850,1,off-peak,20,817266,State St @ 1587 S,FALSE,,-111.682119,40.268211,26.65,20.43
850,1,off-peak,21,817268,State St @ 1365 S,FALSE,,-111.683803,40.272031,17.56,12.40
850,1,off-peak,22,830065,University Place Station (EB),TRUE,UNIVPLAC,-111.678685,40.272889,16.29,15.74
850,1,off-peak,23,801045,800 E @ 983 S,FALSE,,-111.676199,40.279023,24.92,24.27
850,1,off-peak,24,817138,800 E @ 905 S,FALSE,,-111.676209,40.280361,19.57,18.86
850,1,off-peak,25,817272,State St @ 785 S,FALSE,,-111.688657,40.282926,23.52,23.18
850,1,off-peak,26,816052,State St @ 575 S,FALSE,,-111.690206,40.286407,26.99,24.84
850,1,off-peak,27,816054,State St @ 371 S,FALSE,400SSTAT,-111.691873,40.290187,25.15,24.83
850,1,off-peak,28,816140,State St @ 183 S,FALSE,,-111.693351,40.293752,28.19,20.21
850,1,off-peak,29,812002,State St @ 101 S,FALSE,100SSTAT,-111.694104,40.295471,14.54,12.46
850,1,off-peak,30,812003,State St @ 44 N,FALSE,OREMCNST,-111.695211,40.298058,21.78,20.76
850,1,off-peak,31,812005,State St @ 220 N,FALSE,,-111.696595,40.301166,28.66,25.52
850,1,off-peak,32,812056,State St @ 418 N,FALSE,4--NSTAT,-111.698432,40.305165,24.26,23.24
850,1,off-peak,33,812009,State St @ 602 N,FALSE,,-111.699961,40.308695,18.68,17.79
850,1,off-peak,34,812011,State St @ 830 N,FALSE,,-111.701888,40.313278,28.34,27.19
850,1,off-peak,35,812013,State St @ 1090 N,FALSE,,-111.703591,40.317158,31.63,29.18
850,1,off-peak,36,812014,State St @ 1220 N,FALSE,,-111.704794,40.319878,27.51,26.81
850,1,off-peak,37,812015,State St @ 1370 N,FALSE,,-111.705961,40.322528,25.96,22.21
850,1,off-peak,38,812016,State St @ 1660 N,TRUE,16-NSTAT,-111.708004,40.327121,23.20,23.16
850,1,off-peak,39,812017,State St @ 1820 N,FALSE,,-111.710714,40.330594,35.35,33.57
850,1,off-peak,40,812018,State St @ 1960 N,FALSE,1950STAT,-111.712453,40.332719,31.00,29.99
850,1,off-peak,41,812019,State St @ 115 S,FALSE,,-111.714771,40.335535,36.16,36.06
850,1,off-peak,42,830238,State St @ 56 N,FALSE,,-111.71748,40.338807,41.07,40.78
850,1,off-peak,43,830239,State  St @ 198 N ,FALSE,,-111.719862,40.341706,42.40,42.40
850,1,off-peak,44,812022,State St @ 350 N,FALSE,350NSTAT,-111.721535,40.34348,38.92,38.71
850,1,off-peak,45,807001,State St @ 410 N,FALSE,,-111.723315,40.345082,37.37,35.32
850,1,off-peak,46,807002,State St @ 660 N,FALSE,,-111.729304,40.350117,27.20,26.33
850,1,off-peak,47,807003,State Rd @ 915 S,FALSE,,-111.732491,40.352769,28.37,26.40
850,1,off-peak,48,807004,State Rd @ 789 S,FALSE,,-111.734307,40.354281,22.37,19.72
850,1,off-peak,49,807005,State Rd @ 667 S,FALSE,,-111.736731,40.356342,17.60,16.47
850,1,off-peak,50,806006,Main St @ 155 S,TRUE,150SMNPG,-111.740666,40.361893,12.52,12.25
850,1,off-peak,51,806105,Main St @ 49 S,FALSE,,-111.740671,40.363217,10.86,9.82
850,1,off-peak,52,806007,Center St @ 50 W,FALSE,,-111.741552,40.364083,25.89,25.74
850,1,off-peak,53,806008,Center St @ 204 W,FALSE,,-111.744503,40.364719,16.57,15.26
850,1,off-peak,54,806003,State St @ 810 W,FALSE,,-111.751701,40.366181,28.08,27.45
850,1,off-peak,55,806106,State Rd @ 1344 W,FALSE,,-111.760181,40.368219,30.15,29.13
850,1,off-peak,56,806011,State St @ 1084 E,FALSE,,-111.769827,40.370422,30.16,29.09
850,1,off-peak,57,806012,State St @ 935 E,FALSE,,-111.772851,40.371101,35.71,34.96
850,1,off-peak,58,806107,State St @ 765 E,FALSE,,-111.777782,40.372234,31.60,30.55
850,1,off-peak,59,806013,State St @ 695 E,FALSE,,-111.781157,40.373066,28.39,23.87
850,1,off-peak,60,806014,State St @ 565 E,FALSE,,-111.783928,40.373723,21.58,20.33
850,1,off-peak,61,806001,State St @ 433 E,FALSE,,-111.787357,40.374506,26.06,25.33
850,1,off-peak,62,805001,State St @ 255 E,FALSE,,-111.791676,40.375488,19.74,19.43
850,1,off-peak,63,801044,Main St @ 67 E,FALSE,MN1EAMFK,-111.796704,40.376828,20.98,20.75
850,1,off-peak,64,805003,Main St @ 6 W,FALSE,,-111.798994,40.376911,25.78,25.07
850,1,off-peak,65,805004,Main St @ 98 W,FALSE,,-111.801151,40.376923,28.26,27.52
850,1,off-peak,66,805005,Main St @ 208 W,FALSE,,-111.804204,40.376944,27.41,27.41
850,1,off-peak,67,805006,Main St @ 308 W,FALSE,,-111.806997,40.376962,26.00,25.61
850,1,off-peak,68,805007,Main St @ 434 W,FALSE,,-111.810089,40.376978,25.42,25.28
850,1,off-peak,69,805008,State St @ 124 W,FALSE,,-111.813272,40.379857,26.44,24.75
850,1,off-peak,70,801126,State St @ 218 N,TRUE,STPCFCAF,-111.813926,40.381864,23.31,21.91
850,1,off-peak,71,830079,Us-89 @ 940 W,FALSE,,-111.822506,40.387252,22.99,22.47
850,1,off-peak,72,801127,State St @ 1401 E,FALSE,,-111.827426,40.389178,32.43,32.21
850,1,off-peak,73,830228,State St @ 949 E,FALSE,,-111.833423,40.391521,32.71,31.72
850,1,off-peak,74,801009,State St @ 687 E,FALSE,,-111.838269,40.393433,35.37,34.18
850,1,off-peak,75,805090,State St @ 97 E,FALSE,,-111.848046,40.397372,31.61,30.56
850,1,off-peak,76,802016,State St @ 300 W,FALSE,,-111.855048,40.402341,30.76,30.70
850,1,off-peak,77,830227,State St @ 524 W ,FALSE,,-111.857463,40.404167,40.45,39.77
850,1,off-peak,78,801149,State St @ 800 W,FALSE,,-111.860644,40.406592,39.94,39.69
850,1,off-peak,79,801122,State St @ 1870 N,FALSE,,-111.866875,40.411406,32.47,32.13
850,1,off-peak,80,NA801167,State St @ 2020 N,FALSE,,-111.870562,40.412047,19.26,19.03
850,1,off-peak,81,830282,Ashton Blvd @ 1800 W,FALSE,,-111.880774,40.418748,25.14,25.05
850,1,off-peak,82,801183,Ashton Blvd / Triumph Blvd (NB),FALSE,,-111.886006,40.420421,23.55,7.34
850,1,off-peak,83,BB830074,Lehi Station (Bay A),TRUE,LEHIFRNT,-111.896118,40.425708,0.00,0.00
850,1,pm peak,1,BB801274,Provo Central Station (Bay B),TRUE,PROVFRST,-111.661438,40.225354,7.79,7.15
850,1,pm peak,2,820080,University Ave / 900 S (NB),FALSE,,-111.658569,40.222182,23.00,22.12
850,1,pm peak,3,820081,University Ave / 450 S (NB),FALSE,,-111.658556,40.227684,15.90,15.56
850,1,pm peak,4,820082,University Ave @ 267 S,FALSE,,-111.658534,40.23018,23.92,17.30
850,1,pm peak,5,820083,University Ave @ 95 S,FALSE,UNICENTR,-111.658559,40.232621,6.02,5.77
850,1,pm peak,6,820143,100 N @ 30 W,FALSE,1--NUNAV,-111.659206,40.235203,10.20,9.02
850,1,pm peak,7,801247,200 W @ 142 N,FALSE,,-111.662095,40.235713,18.01,16.90
850,1,pm peak,8,830063,Freedom Blvd @ 318 N,FALSE,,-111.662119,40.237997,18.50,17.48
850,1,pm peak,9,801245,Freedom Blvd. @ 510 N,FALSE,,-111.662072,40.240715,9.85,9.63
850,1,pm peak,10,817256,500 W @ 852 N,FALSE,,-111.667301,40.245064,18.69,17.20
850,1,pm peak,11,817257,500 W @ 988 N,FALSE,,-111.667317,40.246757,20.88,17.57
850,1,pm peak,12,817258,500 W @ 1078 N,FALSE,,-111.667296,40.248628,10.94,9.20
850,1,pm peak,13,817259,State St @ 1248 N,TRUE,,-111.667531,40.251103,17.29,14.90
850,1,pm peak,14,817260,State St @ 1460 N,FALSE,,-111.669909,40.253929,16.83,16.20
850,1,pm peak,15,817371,State St @ 1730 N,FALSE,,-111.672676,40.256915,22.92,21.13
850,1,pm peak,16,817262,State St @ 1870 N,FALSE,,-111.675071,40.259491,24.33,24.14
850,1,pm peak,17,817263,State St @ 1950 N,FALSE,,-111.676955,40.261527,35.81,33.28
850,1,pm peak,18,817264,State St @ 1851 S,FALSE,,-111.679443,40.264098,29.09,28.10
850,1,pm peak,19,817265,State St @ 1697 S,FALSE,,-111.681193,40.266284,25.07,23.01
850,1,pm peak,20,817266,State St @ 1587 S,FALSE,,-111.682119,40.268211,27.09,20.99
850,1,pm peak,21,817268,State St @ 1365 S,FALSE,,-111.683803,40.272031,16.68,9.69
850,1,pm peak,22,830065,University Place Station (EB),TRUE,UNIVPLAC,-111.678685,40.272889,15.20,15.04
850,1,pm peak,23,801045,800 E @ 983 S,FALSE,,-111.676199,40.279023,25.16,23.86
850,1,pm peak,24,817138,800 E @ 905 S,FALSE,,-111.676209,40.280361,16.12,15.55
850,1,pm peak,25,817272,State St @ 785 S,FALSE,,-111.688657,40.282926,23.46,23.05
850,1,pm peak,26,816052,State St @ 575 S,FALSE,,-111.690206,40.286407,22.20,19.68
850,1,pm peak,27,816054,State St @ 371 S,FALSE,400SSTAT,-111.691873,40.290187,25.37,24.63
850,1,pm peak,28,816140,State St @ 183 S,FALSE,,-111.693351,40.293752,26.86,19.55
850,1,pm peak,29,812002,State St @ 101 S,FALSE,100SSTAT,-111.694104,40.295471,12.94,10.92
850,1,pm peak,30,812003,State St @ 44 N,FALSE,OREMCNST,-111.695211,40.298058,20.94,19.87
850,1,pm peak,31,812005,State St @ 220 N,FALSE,,-111.696595,40.301166,25.46,22.87
850,1,pm peak,32,812056,State St @ 418 N,FALSE,4--NSTAT,-111.698432,40.305165,23.44,22.67
850,1,pm peak,33,812009,State St @ 602 N,FALSE,,-111.699961,40.308695,12.69,11.70
850,1,pm peak,34,812011,State St @ 830 N,FALSE,,-111.701888,40.313278,25.38,24.46
850,1,pm peak,35,812013,State St @ 1090 N,FALSE,,-111.703591,40.317158,31.07,28.95
850,1,pm peak,36,812014,State St @ 1220 N,FALSE,,-111.704794,40.319878,30.66,29.68
850,1,pm peak,37,812015,State St @ 1370 N,FALSE,,-111.705961,40.322528,16.51,13.88
850,1,pm peak,38,812016,State St @ 1660 N,TRUE,16-NSTAT,-111.708004,40.327121,20.44,20.38
850,1,pm peak,39,812017,State St @ 1820 N,FALSE,,-111.710714,40.330594,39.92,37.56
850,1,pm peak,40,812018,State St @ 1960 N,FALSE,1950STAT,-111.712453,40.332719,30.64,28.00
850,1,pm peak,41,812019,State St @ 115 S,FALSE,,-111.714771,40.335535,29.80,28.91
850,1,pm peak,42,830238,State St @ 56 N,FALSE,,-111.71748,40.338807,40.94,40.75
850,1,pm peak,43,830239,State  St @ 198 N ,FALSE,,-111.719862,40.341706,39.49,38.09
850,1,pm peak,44,812022,State St @ 350 N,FALSE,350NSTAT,-111.721535,40.34348,32.11,31.11
850,1,pm peak,45,807001,State St @ 410 N,FALSE,,-111.723315,40.345082,29.82,27.86
850,1,pm peak,46,807002,State St @ 660 N,FALSE,,-111.729304,40.350117,23.75,22.38
850,1,pm peak,47,807003,State Rd @ 915 S,FALSE,,-111.732491,40.352769,27.33,24.31
850,1,pm peak,48,807004,State Rd @ 789 S,FALSE,,-111.734307,40.354281,21.04,19.68
850,1,pm peak,49,807005,State Rd @ 667 S,FALSE,,-111.736731,40.356342,19.08,17.40
850,1,pm peak,50,806006,Main St @ 155 S,TRUE,150SMNPG,-111.740666,40.361893,10.96,10.78
850,1,pm peak,51,806105,Main St @ 49 S,FALSE,,-111.740671,40.363217,10.59,9.55
850,1,pm peak,52,806007,Center St @ 50 W,FALSE,,-111.741552,40.364083,26.31,26.30
850,1,pm peak,53,806008,Center St @ 204 W,FALSE,,-111.744503,40.364719,15.30,14.29
850,1,pm peak,54,806003,State St @ 810 W,FALSE,,-111.751701,40.366181,24.77,23.83
850,1,pm peak,55,806106,State Rd @ 1344 W,FALSE,,-111.760181,40.368219,23.40,22.49
850,1,pm peak,56,806011,State St @ 1084 E,FALSE,,-111.769827,40.370422,24.79,24.62
850,1,pm peak,57,806012,State St @ 935 E,FALSE,,-111.772851,40.371101,37.66,36.77
850,1,pm peak,58,806107,State St @ 765 E,FALSE,,-111.777782,40.372234,31.80,29.63
850,1,pm peak,59,806013,State St @ 695 E,FALSE,,-111.781157,40.373066,25.73,19.69
850,1,pm peak,60,806014,State St @ 565 E,FALSE,,-111.783928,40.373723,16.77,16.01
850,1,pm peak,61,806001,State St @ 433 E,FALSE,,-111.787357,40.374506,23.02,22.56
850,1,pm peak,62,805001,State St @ 255 E,FALSE,,-111.791676,40.375488,16.83,15.82
850,1,pm peak,63,801044,Main St @ 67 E,FALSE,MN1EAMFK,-111.796704,40.376828,20.31,19.60
850,1,pm peak,64,805003,Main St @ 6 W,FALSE,,-111.798994,40.376911,23.69,22.85
850,1,pm peak,65,805004,Main St @ 98 W,FALSE,,-111.801151,40.376923,23.18,22.58
850,1,pm peak,66,805005,Main St @ 208 W,FALSE,,-111.804204,40.376944,16.71,16.71
850,1,pm peak,67,805006,Main St @ 308 W,FALSE,,-111.806997,40.376962,18.05,17.29
850,1,pm peak,68,805007,Main St @ 434 W,FALSE,,-111.810089,40.376978,21.85,21.53
850,1,pm peak,69,805008,State St @ 124 W,FALSE,,-111.813272,40.379857,24.07,17.49
850,1,pm peak,70,801126,State St @ 218 N,TRUE,STPCFCAF,-111.813926,40.381864,17.99,17.13
850,1,pm peak,71,830079,Us-89 @ 940 W,FALSE,,-111.822506,40.387252,21.20,20.23
850,1,pm peak,72,801127,State St @ 1401 E,FALSE,,-111.827426,40.389178,30.00,30.00
850,1,pm peak,73,830228,State St @ 949 E,FALSE,,-111.833423,40.391521,27.41,26.85
850,1,pm peak,74,801009,State St @ 687 E,FALSE,,-111.838269,40.393433,35.99,34.81
850,1,pm peak,75,805090,State St @ 97 E,FALSE,,-111.848046,40.397372,31.08,29.51
850,1,pm peak,76,802016,State St @ 300 W,FALSE,,-111.855048,40.402341,31.23,31.07
850,1,pm peak,77,830227,State St @ 524 W ,FALSE,,-111.857463,40.404167,39.93,39.48
850,1,pm peak,78,801149,State St @ 800 W,FALSE,,-111.860644,40.406592,42.46,41.25
850,1,pm peak,79,801122,State St @ 1870 N,FALSE,,-111.866875,40.411406,33.60,33.30
